danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,album_name,artist_name
0.62,0.18,7,-18.793,1,0.562,0.789,0.0,0.134,0.641,71.469,audio_features,5i5ccBcPuzKF5T6LLhM22K,spotify:track:5i5ccBcPuzKF5T6LLhM22K,https://api.spotify.com/v1/tracks/5i5ccBcPuzKF5T6LLhM22K,https://api.spotify.com/v1/audio-analysis/5i5ccBcPuzKF5T6LLhM22K,42560,3,Like Making An Album? - Speech,Let It Be (Super Deluxe),The Beatles
0.293,0.891,4,-7.324,1,0.19,0.0451,0.0,0.268,0.706,163.566,audio_features,4SxEh486t821JJniUtyNGf,spotify:track:4SxEh486t821JJniUtyNGf,https://api.spotify.com/v1/tracks/4SxEh486t821JJniUtyNGf,https://api.spotify.com/v1/audio-analysis/4SxEh486t821JJniUtyNGf,207173,4,One After 909 - Take 3,Let It Be (Super Deluxe),The Beatles
0.455,0.502,4,-7.539,1,0.0493,0.699,0.000156,0.094,0.674,163.347,audio_features,40XeGNGFchGYw7y0ue1GiG,spotify:track:40XeGNGFchGYw7y0ue1GiG,https://api.spotify.com/v1/tracks/40XeGNGFchGYw7y0ue1GiG,https://api.spotify.com/v1/audio-analysis/40XeGNGFchGYw7y0ue1GiG,209453,4,Don’t Let Me Down - First Rooftop Performance,Let It Be (Super Deluxe),The Beatles
0.516,0.319,3,-10.031,1,0.0306,0.868,0.000101,0.108,0.237,135.137,audio_features,2f5DRobJSq0DbuCNqp23KR,spotify:track:2f5DRobJSq0DbuCNqp23KR,https://api.spotify.com/v1/tracks/2f5DRobJSq0DbuCNqp23KR,https://api.spotify.com/v1/audio-analysis/2f5DRobJSq0DbuCNqp23KR,227387,4,The Long And Winding Road - Take 19,Let It Be (Super Deluxe),The Beatles
0.409,0.508,9,-11.582,0,0.167,0.401,0.314,0.216,0.376,187.098,audio_features,150DSBEyt3HJiR6V2xTvAM,spotify:track:150DSBEyt3HJiR6V2xTvAM,https://api.spotify.com/v1/tracks/150DSBEyt3HJiR6V2xTvAM,https://api.spotify.com/v1/audio-analysis/150DSBEyt3HJiR6V2xTvAM,135760,3,Wake Up Little Susie / I Me Mine - Take 11,Let It Be (Super Deluxe),The Beatles
0.492,0.453,9,-11.041,1,0.0591,0.863,0.0,0.241,0.428,124.606,audio_features,2hfVWkggMBS48zQrebog1D,spotify:track:2hfVWkggMBS48zQrebog1D,https://api.spotify.com/v1/tracks/2hfVWkggMBS48zQrebog1D,https://api.spotify.com/v1/audio-analysis/2hfVWkggMBS48zQrebog1D,262227,4,On The Day Shift Now / All Things Must Pass - Rehearsals / Mono,Let It Be (Super Deluxe),The Beatles
0.543,0.451,2,-15.496,1,0.4,0.977,0.000209,0.196,0.467,115.822,audio_features,7vMjHE2VEVA3I2SXbbz8p9,spotify:track:7vMjHE2VEVA3I2SXbbz8p9,https://api.spotify.com/v1/tracks/7vMjHE2VEVA3I2SXbbz8p9,https://api.spotify.com/v1/audio-analysis/7vMjHE2VEVA3I2SXbbz8p9,67240,3,Concentrate On The Sound - Mono,Let It Be (Super Deluxe),The Beatles
0.616,0.319,7,-11.198,1,0.139,0.834,2.47e-05,0.357,0.35,79.194,audio_features,1ytH2jlhj5KkLULdGggGPY,spotify:track:1ytH2jlhj5KkLULdGggGPY,https://api.spotify.com/v1/tracks/1ytH2jlhj5KkLULdGggGPY,https://api.spotify.com/v1/audio-analysis/1ytH2jlhj5KkLULdGggGPY,79707,1,Gimme Some Truth - Rehearsal / Mono,Let It Be (Super Deluxe),The Beatles
0.34,0.536,4,-9.8,0,0.0463,0.797,0.0,0.37,0.673,175.233,audio_features,1atRgFbyNC7aVHlMDu0fPy,spotify:track:1atRgFbyNC7aVHlMDu0fPy,https://api.spotify.com/v1/tracks/1atRgFbyNC7aVHlMDu0fPy,https://api.spotify.com/v1/audio-analysis/1atRgFbyNC7aVHlMDu0fPy,95693,3,I Me Mine - Rehearsal / Mono,Let It Be (Super Deluxe),The Beatles
0.531,0.29,2,-12.716,1,0.0531,0.713,9.47e-06,0.26,0.336,71.105,audio_features,2wLmvgTI2zbHlZinG7j14E,spotify:track:2wLmvgTI2zbHlZinG7j14E,https://api.spotify.com/v1/tracks/2wLmvgTI2zbHlZinG7j14E,https://api.spotify.com/v1/audio-analysis/2wLmvgTI2zbHlZinG7j14E,170400,4,She Came In Through The Bathroom Window - Rehearsal,Let It Be (Super Deluxe),The Beatles
0.568,0.57,4,-10.617,0,0.341,0.916,8.91e-06,0.147,0.783,157.595,audio_features,6H9xtF0fWu8lELvIkwb2K9,spotify:track:6H9xtF0fWu8lELvIkwb2K9,https://api.spotify.com/v1/tracks/6H9xtF0fWu8lELvIkwb2K9,https://api.spotify.com/v1/audio-analysis/6H9xtF0fWu8lELvIkwb2K9,79507,1,Polythene Pam - Rehearsal / Mono,Let It Be (Super Deluxe),The Beatles
0.406,0.345,0,-13.399,1,0.318,0.919,0.0,0.723,0.411,181.077,audio_features,4sno4v6UlHlOLGJMEshJ47,spotify:track:4sno4v6UlHlOLGJMEshJ47,https://api.spotify.com/v1/tracks/4sno4v6UlHlOLGJMEshJ47,https://api.spotify.com/v1/audio-analysis/4sno4v6UlHlOLGJMEshJ47,110027,4,Octopus’s Garden - Rehearsal / Mono,Let It Be (Super Deluxe),The Beatles
0.603,0.471,9,-8.248,1,0.0297,0.448,6.56e-06,0.288,0.31,84.359,audio_features,0NJfYqajFs7dq2MH6IxIRg,spotify:track:0NJfYqajFs7dq2MH6IxIRg,https://api.spotify.com/v1/tracks/0NJfYqajFs7dq2MH6IxIRg,https://api.spotify.com/v1/audio-analysis/0NJfYqajFs7dq2MH6IxIRg,319400,3,Oh! Darling - Jam,Let It Be (Super Deluxe),The Beatles
0.737,0.672,2,-9.577,1,0.0517,0.369,0.0131,0.074,0.367,119.619,audio_features,4Nv5jaoI3rsX5JauuCfZ2f,spotify:track:4Nv5jaoI3rsX5JauuCfZ2f,https://api.spotify.com/v1/tracks/4Nv5jaoI3rsX5JauuCfZ2f,https://api.spotify.com/v1/audio-analysis/4Nv5jaoI3rsX5JauuCfZ2f,232787,4,Get Back - Take 8,Let It Be (Super Deluxe),The Beatles
0.75,0.67,9,-8.019,1,0.0787,0.568,7.29e-05,0.0996,0.662,112.519,audio_features,7xLG1tQwaRzUvmMpESf1Na,spotify:track:7xLG1tQwaRzUvmMpESf1Na,https://api.spotify.com/v1/tracks/7xLG1tQwaRzUvmMpESf1Na,https://api.spotify.com/v1/audio-analysis/7xLG1tQwaRzUvmMpESf1Na,55747,4,The Walk - Jam,Let It Be (Super Deluxe),The Beatles
0.574,0.396,10,-9.874,1,0.0354,0.875,0.000129,0.0653,0.428,126.794,audio_features,5xU8wUPeuh0R1RJApiKvtS,spotify:track:5xU8wUPeuh0R1RJApiKvtS,https://api.spotify.com/v1/tracks/5xU8wUPeuh0R1RJApiKvtS,https://api.spotify.com/v1/audio-analysis/5xU8wUPeuh0R1RJApiKvtS,120640,3,Without A Song - Jam,Let It Be (Super Deluxe),The Beatles
0.529,0.346,9,-13.309,1,0.218,0.893,6.19e-06,0.187,0.288,75.368,audio_features,6nDoZG1m51heNdcJSB80K8,spotify:track:6nDoZG1m51heNdcJSB80K8,https://api.spotify.com/v1/tracks/6nDoZG1m51heNdcJSB80K8,https://api.spotify.com/v1/audio-analysis/6nDoZG1m51heNdcJSB80K8,84107,4,Something - Rehearsal / Mono,Let It Be (Super Deluxe),The Beatles
0.419,0.448,0,-8.675,1,0.0647,0.433,0.000988,0.209,0.339,140.934,audio_features,1oMNqEhtUwY2agjEAUqiOD,spotify:track:1oMNqEhtUwY2agjEAUqiOD,https://api.spotify.com/v1/tracks/1oMNqEhtUwY2agjEAUqiOD,https://api.spotify.com/v1/audio-analysis/1oMNqEhtUwY2agjEAUqiOD,282333,4,Let It Be - Take 28,Let It Be (Super Deluxe),The Beatles
0.494,0.872,4,-8.006,1,0.125,0.00752,0.0,0.292,0.889,90.974,audio_features,6h6aV3yukQ8Hxf2SYwiGmz,spotify:track:6h6aV3yukQ8Hxf2SYwiGmz,https://api.spotify.com/v1/tracks/6h6aV3yukQ8Hxf2SYwiGmz,https://api.spotify.com/v1/audio-analysis/6h6aV3yukQ8Hxf2SYwiGmz,186800,4,One After 909 - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.53,0.44,6,-13.959,0,0.152,0.75,0.0014,0.164,0.818,114.447,audio_features,2z7eSKzKMuoCJGbDnbyGwf,spotify:track:2z7eSKzKMuoCJGbDnbyGwf,https://api.spotify.com/v1/tracks/2z7eSKzKMuoCJGbDnbyGwf,https://api.spotify.com/v1/audio-analysis/2z7eSKzKMuoCJGbDnbyGwf,116373,4,Medley: I’m Ready (aka Rocker) / Save The Last Dance For Me / Don’t Let Me Down - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.469,0.342,4,-10.952,1,0.0752,0.723,4.11e-05,0.264,0.515,154.318,audio_features,6aAbfFS3cXpeFba5kPUlpS,spotify:track:6aAbfFS3cXpeFba5kPUlpS,https://api.spotify.com/v1/tracks/6aAbfFS3cXpeFba5kPUlpS,https://api.spotify.com/v1/audio-analysis/6aAbfFS3cXpeFba5kPUlpS,245467,4,Don't Let Me Down - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.481,0.314,2,-10.906,1,0.0427,0.73,0.0,0.579,0.416,119.222,audio_features,7iuwZBvlZuNZClT1Xp9OAw,spotify:track:7iuwZBvlZuNZClT1Xp9OAw,https://api.spotify.com/v1/tracks/7iuwZBvlZuNZClT1Xp9OAw,https://api.spotify.com/v1/audio-analysis/7iuwZBvlZuNZClT1Xp9OAw,253107,3,Dig A Pony - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.502,0.543,2,-11.7,1,0.0348,0.708,1.11e-05,0.15,0.635,167.372,audio_features,3MpA4Z63hvX5GISch2PvuI,spotify:track:3MpA4Z63hvX5GISch2PvuI,https://api.spotify.com/v1/tracks/3MpA4Z63hvX5GISch2PvuI,https://api.spotify.com/v1/audio-analysis/3MpA4Z63hvX5GISch2PvuI,173493,4,I've Got A Feeling - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.711,0.528,2,-12.262,1,0.0382,0.577,0.0495,0.0986,0.296,122.637,audio_features,3c35iVwFd9Ddc8kLI82qEU,spotify:track:3c35iVwFd9Ddc8kLI82qEU,https://api.spotify.com/v1/tracks/3c35iVwFd9Ddc8kLI82qEU,https://api.spotify.com/v1/audio-analysis/3c35iVwFd9Ddc8kLI82qEU,193640,4,Get Back - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.734,0.516,2,-13.881,1,0.0991,0.696,0.0425,0.416,0.823,128.235,audio_features,7nsz7tDgAhg2uMQjnljKlS,spotify:track:7nsz7tDgAhg2uMQjnljKlS,https://api.spotify.com/v1/tracks/7nsz7tDgAhg2uMQjnljKlS,https://api.spotify.com/v1/audio-analysis/7nsz7tDgAhg2uMQjnljKlS,174320,4,For You Blue - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.629,0.424,2,-12.57,1,0.0457,0.713,0.0,0.253,0.667,146.242,audio_features,7jxVKcdAxwFmUQe7intnIa,spotify:track:7jxVKcdAxwFmUQe7intnIa,https://api.spotify.com/v1/tracks/7jxVKcdAxwFmUQe7intnIa,https://api.spotify.com/v1/audio-analysis/7jxVKcdAxwFmUQe7intnIa,221640,4,Teddy Boy - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.704,0.514,7,-14.626,1,0.0368,0.543,3.31e-06,0.248,0.753,105.038,audio_features,52vxHmMHbZPhCr1xChTfrW,spotify:track:52vxHmMHbZPhCr1xChTfrW,https://api.spotify.com/v1/tracks/52vxHmMHbZPhCr1xChTfrW,https://api.spotify.com/v1/audio-analysis/52vxHmMHbZPhCr1xChTfrW,209693,4,Two Of Us - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.453,0.452,0,-12.153,1,0.14,0.396,0.0,0.105,0.585,168.087,audio_features,0pJzdahCMNQkCi87ffLZxG,spotify:track:0pJzdahCMNQkCi87ffLZxG,https://api.spotify.com/v1/tracks/0pJzdahCMNQkCi87ffLZxG,https://api.spotify.com/v1/audio-analysis/0pJzdahCMNQkCi87ffLZxG,38467,4,Maggie Mae - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.391,0.517,5,-13.318,1,0.0735,0.643,2.69e-06,0.424,0.842,155.196,audio_features,4yGPoIGOarfL1hI4ruU24U,spotify:track:4yGPoIGOarfL1hI4ruU24U,https://api.spotify.com/v1/tracks/4yGPoIGOarfL1hI4ruU24U,https://api.spotify.com/v1/audio-analysis/4yGPoIGOarfL1hI4ruU24U,249680,3,Dig It - 1969 Glyn Johns Mix,Let It Be (Super Deluxe),The Beatles
0.536,0.36,9,-10.973,0,0.0408,0.0823,0.167,0.0996,0.147,164.891,audio_features,6lSxM9BKcEZBSDKl2VODsF,spotify:track:6lSxM9BKcEZBSDKl2VODsF,https://api.spotify.com/v1/tracks/6lSxM9BKcEZBSDKl2VODsF,https://api.spotify.com/v1/audio-analysis/6lSxM9BKcEZBSDKl2VODsF,260200,4,Come Together - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.416,0.385,0,-9.388,1,0.0279,0.0958,5.24e-06,0.228,0.458,133.298,audio_features,3S6N0Wbem9KV3DBcYNfXuv,spotify:track:3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/tracks/3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/audio-analysis/3S6N0Wbem9KV3DBcYNfXuv,182227,4,Something - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.816,0.386,2,-9.443,1,0.0382,0.497,9.31e-05,0.309,0.708,131.099,audio_features,0fnY9xlLJCgtBUBX9rNzDJ,spotify:track:0fnY9xlLJCgtBUBX9rNzDJ,https://api.spotify.com/v1/tracks/0fnY9xlLJCgtBUBX9rNzDJ,https://api.spotify.com/v1/audio-analysis/0fnY9xlLJCgtBUBX9rNzDJ,207973,4,Maxwell's Silver Hammer - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.437,0.669,4,-6.524,1,0.0395,0.0344,0.00395,0.347,0.514,173.67,audio_features,3UHv8SSIkNUDRBUHJx3Cg6,spotify:track:3UHv8SSIkNUDRBUHJx3Cg6,https://api.spotify.com/v1/tracks/3UHv8SSIkNUDRBUHJx3Cg6,https://api.spotify.com/v1/audio-analysis/3UHv8SSIkNUDRBUHJx3Cg6,207147,3,Oh! Darling - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.565,0.645,1,-6.194,0,0.0332,0.113,0.000625,0.124,0.626,92.253,audio_features,3e1w0Wm0sH8nUYPArDkBG3,spotify:track:3e1w0Wm0sH8nUYPArDkBG3,https://api.spotify.com/v1/tracks/3e1w0Wm0sH8nUYPArDkBG3,https://api.spotify.com/v1/audio-analysis/3e1w0Wm0sH8nUYPArDkBG3,170800,4,Octopus's Garden - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.326,0.5,9,-8.388,0,0.0315,0.0208,0.0473,0.0941,0.365,142.872,audio_features,5h0yfg2KLqjVOKpCUTkBKo,spotify:track:5h0yfg2KLqjVOKpCUTkBKo,https://api.spotify.com/v1/tracks/5h0yfg2KLqjVOKpCUTkBKo,https://api.spotify.com/v1/audio-analysis/5h0yfg2KLqjVOKpCUTkBKo,467360,3,I Want You (She's So Heavy) - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.569,0.557,9,-10.208,1,0.0428,0.038,0.000228,0.136,0.292,129.101,audio_features,3CPFHaVEHkkH26hAEPgMMp,spotify:track:3CPFHaVEHkkH26hAEPgMMp,https://api.spotify.com/v1/tracks/3CPFHaVEHkkH26hAEPgMMp,https://api.spotify.com/v1/audio-analysis/3CPFHaVEHkkH26hAEPgMMp,185707,4,Here Comes The Sun - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.178,0.283,2,-11.436,1,0.0298,0.613,8.04e-05,0.127,0.19,161.293,audio_features,4Smnlr2WoaZa4CUs0isAPU,spotify:track:4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/tracks/4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/audio-analysis/4Smnlr2WoaZa4CUs0isAPU,165613,4,Because - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.33,0.442,0,-12.216,1,0.035,0.317,0.0762,0.149,0.326,173.751,audio_features,4kXXWWWIu0avePZXX7cBiW,spotify:track:4kXXWWWIu0avePZXX7cBiW,https://api.spotify.com/v1/tracks/4kXXWWWIu0avePZXX7cBiW,https://api.spotify.com/v1/audio-analysis/4kXXWWWIu0avePZXX7cBiW,242667,3,You Never Give Me Your Money - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.406,0.274,2,-15.138,1,0.0301,0.186,0.138,0.258,0.199,149.875,audio_features,0fdK9ykZqy0e3vn7LbluM1,spotify:track:0fdK9ykZqy0e3vn7LbluM1,https://api.spotify.com/v1/tracks/0fdK9ykZqy0e3vn7LbluM1,https://api.spotify.com/v1/audio-analysis/0fdK9ykZqy0e3vn7LbluM1,146333,4,Sun King - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.69,0.674,4,-7.983,1,0.0391,0.0254,6.59e-06,0.47,0.915,100.497,audio_features,25jKgfxWqISbOF5qjowYDa,spotify:track:25jKgfxWqISbOF5qjowYDa,https://api.spotify.com/v1/tracks/25jKgfxWqISbOF5qjowYDa,https://api.spotify.com/v1/audio-analysis/25jKgfxWqISbOF5qjowYDa,66467,4,Mean Mr Mustard - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.47,0.833,11,-8.017,0,0.0569,0.00203,0.706,0.133,0.491,166.72,audio_features,7BavH3tDEsEDKnntiVTaAu,spotify:track:7BavH3tDEsEDKnntiVTaAu,https://api.spotify.com/v1/tracks/7BavH3tDEsEDKnntiVTaAu,https://api.spotify.com/v1/audio-analysis/7BavH3tDEsEDKnntiVTaAu,72800,4,Polythene Pam - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.527,0.752,2,-7.806,1,0.0298,0.00307,4.49e-05,0.329,0.738,80.647,audio_features,52omU1KgD4yyRkXx2gDgZj,spotify:track:52omU1KgD4yyRkXx2gDgZj,https://api.spotify.com/v1/tracks/52omU1KgD4yyRkXx2gDgZj,https://api.spotify.com/v1/audio-analysis/52omU1KgD4yyRkXx2gDgZj,118813,4,She Came In Through The Bathroom Window - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.395,0.181,0,-11.098,1,0.0284,0.303,0.000184,0.16,0.221,80.663,audio_features,4FWAzXcVNVIRVA4UQxhvbd,spotify:track:4FWAzXcVNVIRVA4UQxhvbd,https://api.spotify.com/v1/tracks/4FWAzXcVNVIRVA4UQxhvbd,https://api.spotify.com/v1/audio-analysis/4FWAzXcVNVIRVA4UQxhvbd,91440,4,Golden Slumbers - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.494,0.558,0,-7.604,1,0.0283,0.0915,0.000786,0.243,0.625,84.005,audio_features,7mBqyUKe8SUUoFBjTiY8Um,spotify:track:7mBqyUKe8SUUoFBjTiY8Um,https://api.spotify.com/v1/tracks/7mBqyUKe8SUUoFBjTiY8Um,https://api.spotify.com/v1/audio-analysis/7mBqyUKe8SUUoFBjTiY8Um,96440,4,Carry That Weight - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.624,0.532,2,-9.15,1,0.0606,0.00045,0.142,0.151,0.125,123.358,audio_features,481payDhvwK4SluEdw2o5v,spotify:track:481payDhvwK4SluEdw2o5v,https://api.spotify.com/v1/tracks/481payDhvwK4SluEdw2o5v,https://api.spotify.com/v1/audio-analysis/481payDhvwK4SluEdw2o5v,141907,1,The End - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.742,0.182,0,-20.25,1,0.0986,0.647,2.9e-06,0.344,0.565,100.526,audio_features,6jkFjYzaeMG48F8UBSP0eX,spotify:track:6jkFjYzaeMG48F8UBSP0eX,https://api.spotify.com/v1/tracks/6jkFjYzaeMG48F8UBSP0eX,https://api.spotify.com/v1/audio-analysis/6jkFjYzaeMG48F8UBSP0eX,25120,3,Her Majesty - 2019 Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.36,0.383,5,-10.2,1,0.0384,0.13,0.00115,0.273,0.373,143.811,audio_features,3Tyb06JlXwzTiuiBI7PACU,spotify:track:3Tyb06JlXwzTiuiBI7PACU,https://api.spotify.com/v1/tracks/3Tyb06JlXwzTiuiBI7PACU,https://api.spotify.com/v1/audio-analysis/3Tyb06JlXwzTiuiBI7PACU,419600,3,I Want You (She's So Heavy) - Trident Recording Session & Reduction Mix,Abbey Road (Super Deluxe Edition),The Beatles
0.556,0.174,11,-15.047,1,0.0462,0.918,0.000681,0.114,0.563,126.695,audio_features,2cQGln8y7OgSOLxSHkgehd,spotify:track:2cQGln8y7OgSOLxSHkgehd,https://api.spotify.com/v1/tracks/2cQGln8y7OgSOLxSHkgehd,https://api.spotify.com/v1/audio-analysis/2cQGln8y7OgSOLxSHkgehd,143707,3,Goodbye - Home Demo,Abbey Road (Super Deluxe Edition),The Beatles
0.408,0.187,9,-15.354,1,0.035,0.955,0.000575,0.0766,0.243,139.822,audio_features,4w4kzrDRJo9PEJGzh2uK49,spotify:track:4w4kzrDRJo9PEJGzh2uK49,https://api.spotify.com/v1/tracks/4w4kzrDRJo9PEJGzh2uK49,https://api.spotify.com/v1/audio-analysis/4w4kzrDRJo9PEJGzh2uK49,217227,4,Something - Studio Demo,Abbey Road (Super Deluxe Edition),The Beatles
0.695,0.732,9,-12.57,1,0.0545,0.0681,0.0,0.164,0.672,132.918,audio_features,7Cuklz7fuYfBvSlo7PcRaL,spotify:track:7Cuklz7fuYfBvSlo7PcRaL,https://api.spotify.com/v1/tracks/7Cuklz7fuYfBvSlo7PcRaL,https://api.spotify.com/v1/audio-analysis/7Cuklz7fuYfBvSlo7PcRaL,217653,4,The Ballad Of John And Yoko - Take 7,Abbey Road (Super Deluxe Edition),The Beatles
0.639,0.731,0,-11.706,1,0.0504,0.447,0.0,0.0371,0.372,142.441,audio_features,6sgXMz3lsYChhFLr2Zzuio,spotify:track:6sgXMz3lsYChhFLr2Zzuio,https://api.spotify.com/v1/tracks/6sgXMz3lsYChhFLr2Zzuio,https://api.spotify.com/v1/audio-analysis/6sgXMz3lsYChhFLr2Zzuio,195827,4,Old Brown Shoe - Take 2,Abbey Road (Super Deluxe Edition),The Beatles
0.596,0.51,6,-10.309,0,0.0285,0.307,2.95e-05,0.326,0.545,86.298,audio_features,5mIcEMUJvJgXF3GohggEWl,spotify:track:5mIcEMUJvJgXF3GohggEWl,https://api.spotify.com/v1/tracks/5mIcEMUJvJgXF3GohggEWl,https://api.spotify.com/v1/audio-analysis/5mIcEMUJvJgXF3GohggEWl,210720,3,Oh! Darling - Take 4,Abbey Road (Super Deluxe Edition),The Beatles
0.699,0.412,1,-13.846,0,0.098,0.0851,1.44e-05,0.178,0.837,91.26,audio_features,2b80n2fAvK0tGMmmIYutjs,spotify:track:2b80n2fAvK0tGMmmIYutjs,https://api.spotify.com/v1/tracks/2b80n2fAvK0tGMmmIYutjs,https://api.spotify.com/v1/audio-analysis/2b80n2fAvK0tGMmmIYutjs,103000,4,Octopus's Garden - Take 9,Abbey Road (Super Deluxe Edition),The Beatles
0.375,0.455,0,-12.732,1,0.0635,0.621,0.00568,0.131,0.377,170.359,audio_features,6wvoGE5Y4BeJ0SeUdr8mfd,spotify:track:6wvoGE5Y4BeJ0SeUdr8mfd,https://api.spotify.com/v1/tracks/6wvoGE5Y4BeJ0SeUdr8mfd,https://api.spotify.com/v1/audio-analysis/6wvoGE5Y4BeJ0SeUdr8mfd,317880,3,You Never Give Me Your Money - Take 36,Abbey Road (Super Deluxe Edition),The Beatles
0.691,0.134,2,-21.742,1,0.355,0.75,0.00153,0.144,0.509,100.276,audio_features,52hm7o5MPKymBUmSJadwve,spotify:track:52hm7o5MPKymBUmSJadwve,https://api.spotify.com/v1/tracks/52hm7o5MPKymBUmSJadwve,https://api.spotify.com/v1/audio-analysis/52hm7o5MPKymBUmSJadwve,93947,4,Her Majesty - Takes 1-3,Abbey Road (Super Deluxe Edition),The Beatles
0.561,0.202,0,-14.609,1,0.0331,0.674,0.00102,0.147,0.235,81.134,audio_features,5XtyUUmLmB7jniTWWo6NWI,spotify:track:5XtyUUmLmB7jniTWWo6NWI,https://api.spotify.com/v1/tracks/5XtyUUmLmB7jniTWWo6NWI,https://api.spotify.com/v1/audio-analysis/5XtyUUmLmB7jniTWWo6NWI,200507,4,Golden Slumbers / Carry That Weight - Takes 1-3 / Medley,Abbey Road (Super Deluxe Edition),The Beatles
0.581,0.555,9,-11.948,1,0.0305,0.0408,0.00492,0.0917,0.562,126.629,audio_features,5M330VM7N8gPrYfia5nf25,spotify:track:5M330VM7N8gPrYfia5nf25,https://api.spotify.com/v1/tracks/5M330VM7N8gPrYfia5nf25,https://api.spotify.com/v1/audio-analysis/5M330VM7N8gPrYfia5nf25,220973,4,Here Comes The Sun - Take 9,Abbey Road (Super Deluxe Edition),The Beatles
0.787,0.319,2,-13.836,1,0.146,0.237,0.000506,0.251,0.701,129.09,audio_features,4MZyEFyYr3feWTONqH5Lsl,spotify:track:4MZyEFyYr3feWTONqH5Lsl,https://api.spotify.com/v1/tracks/4MZyEFyYr3feWTONqH5Lsl,https://api.spotify.com/v1/audio-analysis/4MZyEFyYr3feWTONqH5Lsl,284440,4,Maxwell's Silver Hammer - Take 12,Abbey Road (Super Deluxe Edition),The Beatles
0.598,0.314,9,-15.136,0,0.171,0.096,0.000621,0.149,0.277,166.035,audio_features,5c6gzvWGw9EZ7qMxfH9HVy,spotify:track:5c6gzvWGw9EZ7qMxfH9HVy,https://api.spotify.com/v1/tracks/5c6gzvWGw9EZ7qMxfH9HVy,https://api.spotify.com/v1/audio-analysis/5c6gzvWGw9EZ7qMxfH9HVy,210147,4,Come Together - Take 5,Abbey Road (Super Deluxe Edition),The Beatles
0.671,0.42,11,-15.477,0,0.21,0.000927,0.706,0.507,0.539,122.778,audio_features,4WAPgDAPLTmf7e8TnIOUCw,spotify:track:4WAPgDAPLTmf7e8TnIOUCw,https://api.spotify.com/v1/tracks/4WAPgDAPLTmf7e8TnIOUCw,https://api.spotify.com/v1/audio-analysis/4WAPgDAPLTmf7e8TnIOUCw,131080,4,The End - Take 3,Abbey Road (Super Deluxe Edition),The Beatles
0.572,0.405,4,-12.66,1,0.0344,0.00356,0.0,0.178,0.494,87.938,audio_features,75qAS9R2kZJbQxApjlfkWA,spotify:track:75qAS9R2kZJbQxApjlfkWA,https://api.spotify.com/v1/tracks/75qAS9R2kZJbQxApjlfkWA,https://api.spotify.com/v1/audio-analysis/75qAS9R2kZJbQxApjlfkWA,162760,4,Come And Get It - Studio Demo,Abbey Road (Super Deluxe Edition),The Beatles
0.559,0.23,2,-19.72,1,0.0621,0.444,0.0305,0.182,0.286,77.076,audio_features,4cvkXxJ42tghGVKsY01CZQ,spotify:track:4cvkXxJ42tghGVKsY01CZQ,https://api.spotify.com/v1/tracks/4cvkXxJ42tghGVKsY01CZQ,https://api.spotify.com/v1/audio-analysis/4cvkXxJ42tghGVKsY01CZQ,194027,4,Sun King - Take 20,Abbey Road (Super Deluxe Edition),The Beatles
